task_id	annotation_type	turns_n	user_type	interaction_style	proactive	ext_knowledge	doc_filename	category	subcategory
TASK_00421	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0028.txt	Comune	Trento
TASK_00422	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0029.txt	Comune	Trento
TASK_00423	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0031.txt	Comune	Trento
TASK_00424	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0032.txt	Comune	Trento
TASK_00425	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0033.txt	Comune	Trento
TASK_00426	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0034.txt	Comune	Trento
TASK_00427	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0035.txt	Comune	Trento
TASK_00428	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0036.txt	Comune	Trento
TASK_00429	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0037.txt	Comune	Trento
TASK_00430	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0038.txt	Comune	Trento
TASK_00431	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0039.txt	Comune	Trento
TASK_00432	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0040.txt	Comune	Trento
TASK_00433	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0041.txt	Comune	Trento
TASK_00434	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0042.txt	Comune	Trento
TASK_00435	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0044.txt	Comune	Trento
TASK_00436	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0045.txt	Comune	Trento
TASK_00437	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0047.txt	Comune	Trento
TASK_00438	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0048.txt	Comune	Trento
TASK_00439	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0050.txt	Comune	Trento
TASK_00440	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0051.txt	Comune	Trento
TASK_00441	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0053.txt	Comune	Trento
TASK_00442	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0055.txt	Comune	Trento
TASK_00443	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0056.txt	Comune	Trento
TASK_00444	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0058.txt	Comune	Trento
TASK_00445	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0061.txt	Comune	Trento
TASK_00446	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0062.txt	Comune	Trento
TASK_00447	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0063.txt	Comune	Trento
TASK_00448	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0065.txt	Comune	Trento
TASK_00449	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0066.txt	Comune	Trento
TASK_00450	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0069.txt	Comune	Trento
TASK_00451	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0070.txt	Comune	Trento
TASK_00452	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0071.txt	Comune	Trento
TASK_00453	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0072.txt	Comune	Trento
TASK_00454	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0073.txt	Comune	Trento
TASK_00455	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0074.txt	Comune	Trento
TASK_00456	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0075.txt	Comune	Trento
TASK_00457	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0077.txt	Comune	Trento
TASK_00458	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0078.txt	Comune	Trento
TASK_00459	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0079.txt	Comune	Trento
TASK_00460	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0081.txt	Comune	Trento
TASK_00461	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0083.txt	Comune	Trento
TASK_00462	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0084.txt	Comune	Trento
TASK_00463	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0086.txt	Comune	Trento
TASK_00464	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0087.txt	Comune	Trento
TASK_00465	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0088.txt	Comune	Trento
TASK_00466	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0093.txt	Comune	Trento
TASK_00467	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0094.txt	Comune	Trento
TASK_00468	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0096.txt	Comune	Trento
TASK_00469	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0097.txt	Comune	Trento
TASK_00470	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0098.txt	Comune	Trento
TASK_00471	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0100.txt	Comune	Trento
TASK_00472	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0102.txt	Comune	Trento
TASK_00473	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0103.txt	Comune	Trento
TASK_00474	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0104.txt	Comune	Trento
TASK_00475	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0105.txt	Comune	Trento
TASK_00476	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0106.txt	Comune	Trento
TASK_00477	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0108.txt	Comune	Trento
TASK_00478	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0109.txt	Comune	Trento
TASK_00479	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0112.txt	Comune	Trento
TASK_00480	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0114.txt	Comune	Trento
TASK_00481	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0115.txt	Comune	Trento
TASK_00482	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0116.txt	Comune	Trento
TASK_00483	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0118.txt	Comune	Trento
TASK_00484	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0121.txt	Comune	Trento
TASK_00485	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0122.txt	Comune	Trento
TASK_00486	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0128.txt	Comune	Trento
TASK_00487	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0129.txt	Comune	Trento
TASK_00488	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0131.txt	Comune	Trento
TASK_00489	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0134.txt	Comune	Trento
TASK_00490	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0136.txt	Comune	Trento
TASK_00491	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0138.txt	Comune	Trento
TASK_00492	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0139.txt	Comune	Trento
TASK_00493	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0141.txt	Comune	Trento
TASK_00494	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0142.txt	Comune	Trento
TASK_00495	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0143.txt	Comune	Trento
TASK_00496	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0144.txt	Comune	Trento
TASK_00497	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0145.txt	Comune	Trento
TASK_00498	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0146.txt	Comune	Trento
TASK_00499	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0148.txt	Comune	Trento
TASK_00500	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0150.txt	Comune	Trento
TASK_00501	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0153.txt	Comune	Trento
TASK_00502	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0154.txt	Comune	Trento
TASK_00503	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0155.txt	Comune	Trento
TASK_00504	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0156.txt	Comune	Trento
TASK_00505	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0157.txt	Comune	Trento
TASK_00506	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0158.txt	Comune	Trento
TASK_00507	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0161.txt	Comune	Trento
TASK_00508	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0162.txt	Comune	Trento
TASK_00509	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0164.txt	Comune	Trento
TASK_00510	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0165.txt	Comune	Trento
TASK_00511	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0167.txt	Comune	Trento
TASK_00512	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0168.txt	Comune	Trento
TASK_00513	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0170.txt	Comune	Trento
TASK_00514	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0172.txt	Comune	Trento
TASK_00515	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0176.txt	Comune	Trento
TASK_00516	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0177.txt	Comune	Trento
TASK_00517	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0178.txt	Comune	Trento
TASK_00518	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0181.txt	Comune	Trento
TASK_00519	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0183.txt	Comune	Trento
TASK_00520	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0185.txt	Comune	Trento
TASK_00521	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0188.txt	Comune	Trento
TASK_00522	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0195.txt	Comune	Trento
TASK_00523	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0196.txt	Comune	Trento
TASK_00524	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0199.txt	Comune	Trento
TASK_00525	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0201.txt	Comune	Trento
TASK_00526	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0203.txt	Comune	Trento
TASK_00527	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0204.txt	Comune	Trento
TASK_00528	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0205.txt	Comune	Trento
TASK_00529	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0209.txt	Comune	Trento
TASK_00530	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0210.txt	Comune	Trento
TASK_00531	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0211.txt	Comune	Trento
TASK_00532	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0212.txt	Comune	Trento
TASK_00533	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0213.txt	Comune	Trento
TASK_00534	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0215.txt	Comune	Trento
TASK_00535	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0217.txt	Comune	Trento
TASK_00536	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0218.txt	Comune	Trento
TASK_00537	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0219.txt	Comune	Trento
TASK_00538	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0220.txt	Comune	Trento
TASK_00539	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0223.txt	Comune	Trento
TASK_00540	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0225.txt	Comune	Trento
TASK_00541	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0226.txt	Comune	Trento
TASK_00542	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0227.txt	Comune	Trento
TASK_00543	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0228.txt	Comune	Trento
TASK_00544	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0229.txt	Comune	Trento
TASK_00545	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0230.txt	Comune	Trento
TASK_00546	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0231.txt	Comune	Trento
TASK_00547	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0233.txt	Comune	Trento
TASK_00548	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0234.txt	Comune	Trento
TASK_00549	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0235.txt	Comune	Trento
TASK_00550	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0236.txt	Comune	Trento
TASK_00551	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0239.txt	Comune	Trento
TASK_00552	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0240.txt	Comune	Trento
TASK_00553	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0241.txt	Comune	Trento
TASK_00554	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0243.txt	Comune	Trento
TASK_00555	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0246.txt	Comune	Trento
TASK_00556	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0247.txt	Comune	Trento
TASK_00557	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0248.txt	Comune	Trento
TASK_00558	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0249.txt	Comune	Trento
TASK_00559	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0251.txt	Comune	Trento
TASK_00560	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0252.txt	Comune	Trento
TASK_00561	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0254.txt	Comune	Trento
TASK_00562	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0255.txt	Comune	Trento
TASK_00563	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0256.txt	Comune	Trento
TASK_00564	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0257.txt	Comune	Trento
TASK_00565	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0260.txt	Comune	Trento
TASK_00566	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0261.txt	Comune	Trento
TASK_00567	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0262.txt	Comune	Trento
TASK_00568	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0264.txt	Comune	Trento
TASK_00569	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0266.txt	Comune	Trento
TASK_00570	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0268.txt	Comune	Trento
TASK_00571	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0271.txt	Comune	Trento
TASK_00572	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0273.txt	Comune	Trento
TASK_00573	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0274.txt	Comune	Trento
TASK_00574	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0276.txt	Comune	Trento
TASK_00575	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0277.txt	Comune	Trento
TASK_00576	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0278.txt	Comune	Trento
TASK_00577	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0279.txt	Comune	Trento
TASK_00578	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0280.txt	Comune	Trento
TASK_00579	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0281.txt	Comune	Trento
TASK_00580	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0282.txt	Comune	Trento
TASK_00581	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0286.txt	Comune	Trento
TASK_00582	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0287.txt	Comune	Trento
TASK_00583	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0289.txt	Comune	Trento
TASK_00584	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0295.txt	Comune	Trento
TASK_00585	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0296.txt	Comune	Trento
TASK_00586	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0299.txt	Comune	Trento
TASK_00587	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0301.txt	Comune	Trento
TASK_00588	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0302.txt	Comune	Trento
TASK_00589	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0303.txt	Comune	Trento
TASK_00590	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0304.txt	Comune	Trento
TASK_00591	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0308.txt	Comune	Trento
TASK_00592	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0309.txt	Comune	Trento
TASK_00593	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0310.txt	Comune	Trento
TASK_00594	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0311.txt	Comune	Trento
TASK_00595	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0312.txt	Comune	Trento
TASK_00596	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0316.txt	Comune	Trento
TASK_00597	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0317.txt	Comune	Trento
TASK_00598	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0320.txt	Comune	Trento
TASK_00599	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0322.txt	Comune	Trento
TASK_00600	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0324.txt	Comune	Trento
TASK_00601	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0325.txt	Comune	Trento
TASK_00602	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0326.txt	Comune	Trento
TASK_00603	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0327.txt	Comune	Trento
TASK_00604	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0330.txt	Comune	Trento
TASK_00605	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0331.txt	Comune	Trento
TASK_00606	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0332.txt	Comune	Trento
TASK_00607	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0334.txt	Comune	Trento
TASK_00608	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0336.txt	Comune	Trento
TASK_00609	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0338.txt	Comune	Trento
TASK_00610	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0339.txt	Comune	Trento
TASK_00611	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0340.txt	Comune	Trento
TASK_00612	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0342.txt	Comune	Trento
TASK_00613	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0343.txt	Comune	Trento
TASK_00614	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0344.txt	Comune	Trento
TASK_00615	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0346.txt	Comune	Trento
TASK_00616	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0348.txt	Comune	Trento
TASK_00617	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0352.txt	Comune	Trento
TASK_00618	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0354.txt	Comune	Trento
TASK_00619	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0358.txt	Comune	Trento
TASK_00620	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0359.txt	Comune	Trento
TASK_00621	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0361.txt	Comune	Trento
TASK_00622	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0362.txt	Comune	Trento
TASK_00623	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0364.txt	Comune	Trento
TASK_00624	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0367.txt	Comune	Trento
TASK_00625	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0369.txt	Comune	Trento
TASK_00626	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0371.txt	Comune	Trento
TASK_00627	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0374.txt	Comune	Trento
TASK_00628	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0377.txt	Comune	Trento
TASK_00629	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0378.txt	Comune	Trento
TASK_00630	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0379.txt	Comune	Trento
TASK_00631	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0380.txt	Comune	Trento
TASK_00632	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0381.txt	Comune	Trento
TASK_00633	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0384.txt	Comune	Trento
TASK_00634	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0385.txt	Comune	Trento
